MH,13.31523441584805,-8.805662148367707
MH#13,13.3772276397453,-8.773768264767314
MH#14,13.37679735042321,-8.772465672294965
MH06,13.20017019155655,-8.890246273332553
MH#06 / J,13.20083310813578,-8.893582693991666
MH#07 / J,13.19980693374686,-8.893983823895313
J01,13.2438362960263,-8.80546000967084
J02,13.24674943548654,-8.803255320666299
J10,13.24347713547344,-8.803623275573484
MH#18,13.27891966804605,-8.844933998063191
MH#,13.28761325492858,-8.848969341564793
MH#5,13.29694122815615,-8.79151305209081
MH#7,13.32172761722401,-8.78675945517425
MH,13.16988573312962,-8.918014976183466
MH#IR,13.30404801331052,-8.836269185104378
MH#85,13.18805338301721,-8.891698590372824
MH#3,13.30931107170747,-8.823168890831399
MH,13.16722323019574,-8.914942908275807
MH#20,13.17954061679788,-8.924783918439655
MH#18,13.21564393838208,-8.836846917096352
MH#5,13.31796018398427,-8.800181999454882
MH#6,13.32779864240653,-8.788310938026831
MH#IR,13.23681507859226,-8.820097536598111
MH#23,13.22173040923024,-8.83165952953455
MH#7,13.24350704408838,-8.827332667402899
MH#36,13.26278228095255,-8.835480458455534
MH#16,13.25937668069067,-8.826726832724841
MH#22,13.25901054630844,-8.827864163069146
MH#15,13.24178227403554,-8.816758262455577
MH#7,13.3041160915555,-8.842884312089982
MH#4,13.33670695189542,-8.880988725682386
MH#5,13.36554621304394,-8.899278825996479
MH#29,13.2126493657197,-8.84439799312786
MH#11,13.20790200759691,-8.854134821364291
MH#49,13.19056620563959,-8.876533708602358
MH#17,13.18910450147816,-8.904140952849222
MH#16,13.18112789696502,-8.907678343367074
MH#14,13.25467770411021,-8.882610121066261
MH#13,13.25428210822242,-8.880697701956853
MH#07,13.26688677473766,-8.874259562747481
MH#05,13.26831366606657,-8.874821583377981
MH#03,13.28056713244606,-8.874463330287504
MH#19,13.2797965945795,-8.846587531620353
MH#23,13.27845860995849,-8.858663707965821
MH#26,13.27837552589805,-8.860170498038167
MH#30,13.27774429493493,-8.865591007287001
MH#17.1,13.22419840882044,-8.824893948722245
MH#10,13.17193579199275,-8.934315404086064
MH / J00,13.20423624453413,-8.900991627491049
MH#16,13.20001724019947,-8.906170604823828
MH#30,13.21826964460171,-8.898098150212983
MH#36,13.22555208523858,-8.896662921562715
MH#47,13.24412702591458,-8.887504193027892
MH#25,13.18400412821909,-8.893931704502142
MH#41,13.3577269677138,-8.777890852344767
MH#34,13.34183966307388,-8.775751424686174
MH#26,13.32900611812528,-8.775982558417686
MH#15,13.31135648866694,-8.783711676355607
MH#5,13.29305084937725,-8.784125009339356
MH#49,13.29206678339252,-8.795576591826977
MH#38,13.29858224203018,-8.80573458655372
MH#31,13.29180948347331,-8.810317665898978
MH#21,13.28287772001477,-8.814373342092827
MH#62,13.26652906026633,-8.902612055105401
MH#47,13.29162094260594,-8.904604675661807
MH#41,13.2975210508127,-8.905168824717828
MH#29,13.32322267616128,-8.911924700347159
MH#16,13.34477592633973,-8.925366799840468
MH#9,13.20845625165863,-8.85299850027371
MH#76,13.18292330992103,-8.88762459860331
MH,13.31822426403047,-8.807821089085984
MH,13.31839169024104,-8.807951623792379
MH,13.31889810717047,-8.808884016139389
MH,13.31889810717047,-8.808884016139389
MH,13.32761301042708,-8.788406383690907
MH,13.32728361680888,-8.786940431139879
MH,13.32674493472799,-8.785287287601022
MH,13.32657116182956,-8.784136404808258
MH,13.32657116182956,-8.784136404808258
MH,13.32657116182956,-8.784136404808258
MH#20,13.3716486134469,-8.774745025223545
MH#19,13.3716486134469,-8.774745025223545
MH#18,13.37257744779829,-8.774217190774703
MH#17,13.37382315497548,-8.773520653624011
MH#16,13.37472070717704,-8.772977721098615
MH#15,13.37679735042321,-8.772465672294965
MH#12,13.3772276397453,-8.773768264767314
MH#11,13.37728576721234,-8.774032681372583
MH#10,13.37847227539886,-8.773893782461354
MH#09,13.37985195398346,-8.773588430459338
MH#08,13.38114624724049,-8.773705897917935
MH#07,13.38256966717965,-8.773646139148921
MH#06,13.38342761294394,-8.774805708673357
MH#05,13.38518784628103,-8.775919176416478
MH#04,13.38598176983059,-8.776504511481043
MH#03,13.38727045533154,-8.7776301807412
MH#02,13.38809358512301,-8.778508397245451
MH#01,13.38808583855049,-8.779019304160251
MH,13.30294739472906,-8.836565952588353
MH,13.30104897831793,-8.836583848945951
MH,13.29674388662659,-8.836712844654098
MH,13.29674388662659,-8.836712844654098
MH,13.29674388662659,-8.836712844654098
MH,13.29674388662659,-8.836712844654098
MH#A01,13.32604346667423,-8.876283418652831
MH#02,13.32485586978718,-8.875826718093045
MH#03,13.32485586978718,-8.875826718093045
MH#05,13.32169529472356,-8.875903192268915
MH#06,13.32068544266996,-8.874938766753909
MH#07,13.31971642465816,-8.87424476393336
MH#08,13.31802940855017,-8.872946754272158
MH#09,13.31597176904531,-8.872120375111713
MH#10,13.31481218132051,-8.871239924202175
MH#11,13.31178237564083,-8.869057526311977
MH#12,13.31026404728774,-8.8710270150096
MH#13,13.30945938388763,-8.872732636447664
MH#,13.30907916018966,-8.872432798277298
MH#,13.30720187971505,-8.871346959091385
MH#,13.30720187971505,-8.871346959091385
MH,13.18242411462621,-8.888040161116585
MH,13.18221469449883,-8.88804837478814
MH,13.18221469449883,-8.88804837478814
MH,13.25655729638563,-8.767478040531127
MH,13.25655729638563,-8.767478040531127
MH,13.25632081199578,-8.767104497455923
MH,13.25632081199578,-8.767104497455923
MH,13.25632081199578,-8.767104497455923
MH,13.25563517249093,-8.767794751975641
MH,13.25563517249093,-8.767794751975641
MH,13.25481292729074,-8.768265429326993
MH,13.2543875382836,-8.768860156945797
MH,13.25341284224406,-8.769485125461021
MH,13.25341284224406,-8.769485125461021
MH,13.25290884917571,-8.769770659910073
MH,13.25192733211997,-8.770342628102432
MH,13.25164637176707,-8.771204037076123
MH,13.25164637176707,-8.771204037076123
MH,13.25062650782169,-8.771679261824508
MH,13.25062650782169,-8.771679261824508
MH,13.25062650782169,-8.771679261824508
MH,13.25062650782169,-8.771679261824508
MH,13.25062650782169,-8.771679261824508
MH,13.24937815159263,-8.772993919676219
MH,13.24937815159263,-8.772993919676219
MH,13.24937815159263,-8.772993919676219
MH,13.2484424390901,-8.774156232211894
MH,13.24711680462724,-8.775080415181764
MH,13.24711680462724,-8.775080415181764
MH,13.24711680462724,-8.775080415181764
MH,13.2445246321714,-8.776925346613574
MH,13.2445246321714,-8.776925346613574
MH,13.24302293224385,-8.778015979279379
MH,13.24171940534513,-8.779107685806906
MH,13.24143930452361,-8.779244133411961
MH,13.24143930452361,-8.779244133411961
MH,13.24143930452361,-8.779244133411961
MH,13.24143930452361,-8.779244133411961
MH,13.24143299741929,-8.77954176761207
MH,13.24143299741929,-8.77954176761207
MH,13.24143299741929,-8.77954176761207
MH,13.2399485283592,-8.780503762726861
MH,13.2396790182817,-8.7809202265995
MH,13.23759418294076,-8.782273263295167
MH,13.23759418294076,-8.782273263295167
MH,13.23759418294076,-8.782273263295167
